postcode,latitude,longitude,wards,geometry,closest_station_1_id,closest_station_1_distance,closest_station_2_id,closest_station_2_distance,closest_station_3_id,closest_station_3_distance,Academy,Community,Free,Independent,Other,Budgens,Iceland,Lidl,Marks And Spencer,Morrisons,Sainsburys,Tesco,The Co-operative Group,Waitrose
E8 2BB,51.54632,-0.076715,E05000377,POINT (-8539.874736205924 6718506.344508874),910GDALS,129.7715305028532,910GDALSKLD,221.03965791499596,910GHAGGERS,876.7789737089144,0.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
E8 2LA,51.546706,-0.07667,E05000377,POINT (-8534.865359120247 6718575.4404521305),910GDALS,161.9845253221098,910GDALSKLD,179.30293147295149,910GHAGGERS,919.2749619099064,0.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
EC1A 1AA,51.525136,-0.111183,E05000370,POINT (-12376.834944868546 6714715.200345535),HUBZFD,745.9878517096365,940GZZLUCHL,773.039479722486,940GZZLUAGL,876.039390162377,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,9.0,6.0,1.0,2.0
EC1A 1AH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1AR,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1AY,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1AZ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1BA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1BB,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1BP,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DD,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DJ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DL,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DN,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DR,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DS,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DT,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1DU,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1EA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1HA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JB,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JD,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JE,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JF,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JG,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JH,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JJ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JL,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JN,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JP,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JQ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JR,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JS,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JT,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JU,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JW,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JX,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JY,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1JZ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1LA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1LB,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NB,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1ND,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NE,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NF,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NG,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NH,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NJ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NL,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NN,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NP,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NQ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NR,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NS,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NT,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NU,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NW,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NX,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NY,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1NZ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1PP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QA,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QB,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QD,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QE,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QF,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QG,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QH,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QJ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QL,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QN,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QP,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QQ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QR,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QS,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QT,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QU,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QW,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QX,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QY,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1QZ,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1RB,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1RD,51.524503,-0.112088,E05000370,POINT (-12477.579084036532 6714601.944149901),940GZZLUCHL,703.9902716439695,HUBZFD,743.5802010240412,940GZZLURSQ,862.7644242713699,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1TA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1TB,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1A 1TD,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
