postcode,latitude,longitude,wards,geometry,closest_station_1_id,closest_station_1_distance,closest_station_2_id,closest_station_2_distance,closest_station_3_id,closest_station_3_distance,Academy,Community,Free,Independent,Other,Budgens,Iceland,Lidl,Marks And Spencer,Morrisons,Sainsburys,Tesco,The Co-operative Group,Waitrose
EC1P 1AH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AJ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AL,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AN,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AQ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AR,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AS,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AT,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AU,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AW,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AX,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AY,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1AZ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BB,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BD,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BE,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BF,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BG,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BJ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BL,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BN,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BP,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BQ,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BR,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BS,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BT,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BU,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BW,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BX,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BY,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1BZ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DB,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DD,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DE,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DF,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DG,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DJ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DL,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DN,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DQ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DR,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DS,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DT,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DU,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DW,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DX,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DY,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1DZ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EB,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1ED,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EE,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EF,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EG,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EH,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EJ,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EL,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EN,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EQ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1ER,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1ES,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1ET,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EU,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EW,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EX,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EY,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1EZ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FA,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FB,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FD,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FE,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FF,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FG,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FH,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FJ,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FL,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FN,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FP,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FQ,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FR,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FS,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FT,51.524565,-0.112042,E05000370,POINT (-12472.458387460107 6714613.037104252),940GZZLUCHL,710.6711781193893,HUBZFD,745.5479511523987,940GZZLURSQ,867.1542475160761,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
EC1P 1FU,51.524567,-0.112017,E05000370,POINT (-12469.67540018998 6714613.394941737),940GZZLUCHL,710.7891675444864,HUBZFD,744.3655417112765,940GZZLURSQ,868.9007426895494,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,3.0
